chessplayer_id,period,position
5,Top 100 Players November 2015,14
5,Top 100 Players October 2015,10
5,Top 100 Players September 2015,10
5,Top 100 Players August 2015,9
5,Top 100 Players July 2015,9
5,Top 100 Players June 2015,7
5,Top 100 Players May 2015,6
5,Top 100 Players April 2015,5
5,Top 100 Players March 2015,5
5,Top 100 Players February 2015,3
5,Top 100 Players January 2015,3
5,Top 100 Players December 2014,3
5,Top 100 Players November 2014,5
5,Top 100 Players October 2014,4
5,Top 100 Players September 2014,4
5,Top 100 Players August 2014,4
5,Top 100 Players July 2014,3
5,Top 100 Players June 2014,3
5,Top 100 Players May 2014,3
5,Top 100 Players April 2014,6
5,Top 100 Players March 2014,6
5,Top 100 Players February 2014,6
5,Top 100 Players January 2014,7
5,Top 100 Players December 2013,6
5,Top 100 Players November 2013,5
5,Top 100 Players October 2013,4
5,Top 100 Players September 2013,4
5,Top 100 Players August 2013,4
5,Top 100 Players July 2013,5
5,Top 100 Players June 2013,8
5,Top 100 Players May 2013,6
5,Top 100 Players April 2013,11
5,Top 100 Players March 2013,10
5,Top 100 Players February 2013,10
5,Top 100 Players January 2013,11
5,Top 100 Players December 2012,10
5,Top 100 Players November 2012,9
5,Top 100 Players October 2012,12
5,Top 100 Players September 2012,11
5,Top 100 Players August 2012,11
5,Top 100 Players July 2012,11
5,Top 100 Players May 2012,11
5,Top 100 Players March 2012,11
5,Top 100 Players January 2012,11
5,Top 100 Players November 2011,13
5,Top 100 Players September 2011,9
5,Top 100 Players July 2011,13
5,Top 100 Players May 2011,12
5,Top 100 Players March 2011,10
5,Top 100 Players January 2011,7
5,Top 100 Players November 2010,6
5,Top 100 Players September 2010,7
5,Top 100 Players July 2010,7
5,Top 100 Players May 2010,7
5,Top 100 Players March 2010,7
5,Top 100 Players January 2010,15
5,Top 100 Players November 2009,14
5,Top 100 Players September 2009,17
5,Top 100 Players July 2009,14
5,Top 100 Players April 2009,10
5,Top 100 Players January 2009,14
5,Top 100 Players October 2008,23
5,Top 100 Players July 2008,14
5,Top 100 Players April 2008,18
5,Top 100 Players January 2008,21
5,Top 100 Players October 2007,15
5,Top 100 Players July 2007,14
5,Top 100 Players April 2007,16
5,Top 100 Players January 2007,16
5,Top 100 Players October 2006,17
5,Top 100 Players July 2006,18
5,Top 100 Players April 2006,12
5,Top 100 Players January 2006,12
5,Top 100 Players October 2005,11
5,Top 100 Players July 2005,12
5,Top 100 Players April 2005,11
5,Top 100 Players January 2005,12
5,Top 100 Players October 2004,15
5,Top 100 Players July 2004,16
5,Top 100 Players April 2004,11
5,Top 100 Players January 2004,12
5,Top 100 Players October 2003,7
5,Top 20 Juniors October 2003,1
5,Top 100 Players July 2003,6
5,Top 20 Juniors July 2003,1
5,Top 100 Players April 2003,15
5,Top 20 Juniors April 2003,2
5,Top 100 Players January 2003,10
5,Top 20 Juniors January 2003,2
5,Top 100 Players October 2002,12
5,Top 20 Juniors October 2002,2
5,Top 100 Players July 2002,12
5,Top 20 Juniors July 2002,2
5,Top 100 Players April 2002,13
5,Top 20 Juniors April 2002,2
5,Top 100 Players January 2002,25
5,Top 20 Juniors January 2002,2
5,Top 100 Players October 2001,27
5,Top 20 Juniors October 2001,2
5,Top 100 Players July 2001,26
5,Top 20 Juniors July 2001,2
5,Top 100 Players April 2001,28
5,Top 20 Juniors April 2001,2
5,Top 100 Players January 2001,28
5,Top 20 Juniors January 2001,2
5,Top 100 Players October 2000,88
5,Top 20 Juniors October 2000,4
5,Top 100 Players July 2000,81
5,Top 20 Juniors July 2000,3
6,Top 100 Players December 2019,6
6,Top 100 Players November 2019,7
6,Top 100 Players October 2019,14
6,Top 100 Players September 2019,14
6,Top 100 Players August 2019,8
6,Top 100 Players July 2019,14
6,Top 100 Players June 2019,16
6,Top 100 Players May 2019,10
6,Top 100 Players April 2019,10
6,Top 100 Players March 2019,12
6,Top 100 Players February 2019,10
6,Top 100 Players January 2019,10
6,Top 100 Players December 2018,10
6,Top 100 Players November 2018,11
6,Top 100 Players October 2018,5
6,Top 100 Players September 2018,6
6,Top 100 Players August 2018,13
6,Top 100 Players July 2018,12
6,Top 100 Players June 2018,12
6,Top 100 Players May 2018,12
6,Top 100 Players April 2018,12
6,Top 100 Players March 2018,5
6,Top 100 Players February 2018,5
6,Top 100 Players January 2018,4
6,Top 100 Players December 2017,2
6,Top 100 Players November 2017,2
6,Top 100 Players October 2017,2
6,Top 100 Players September 2017,4
6,Top 100 Players August 2017,5
6,Top 100 Players July 2017,4
6,Top 100 Players June 2017,7
6,Top 100 Players May 2017,6
6,Top 100 Players April 2017,9
6,Top 100 Players March 2017,9
6,Top 100 Players February 2017,7
6,Top 100 Players January 2017,9
6,Top 100 Players December 2016,7
6,Top 100 Players November 2016,5
6,Top 100 Players October 2016,5
6,Top 100 Players September 2016,5
6,Top 100 Players August 2016,5
6,Top 100 Players July 2016,5
6,Top 100 Players June 2016,4
6,Top 100 Players May 2016,7
6,Top 100 Players April 2016,7
6,Top 100 Players March 2016,7
6,Top 100 Players February 2016,4
6,Top 100 Players January 2016,4
6,Top 100 Players December 2015,6
6,Top 100 Players November 2015,7
6,Top 100 Players October 2015,7
6,Top 100 Players September 2015,11
6,Top 100 Players August 2015,11
6,Top 100 Players July 2015,10
6,Top 100 Players June 2015,8
6,Top 100 Players May 2015,10
6,Top 100 Players April 2015,10
6,Top 100 Players March 2015,10
6,Top 100 Players February 2015,9
6,Top 100 Players January 2015,6
6,Top 100 Players December 2014,5
6,Top 100 Players November 2014,4
6,Top 100 Players October 2014,5
6,Top 100 Players September 2014,2
6,Top 100 Players August 2014,2
6,Top 100 Players July 2014,2
6,Top 100 Players June 2014,2
6,Top 100 Players May 2014,2
6,Top 100 Players April 2014,2
6,Top 100 Players March 2014,2
6,Top 100 Players February 2014,2
6,Top 100 Players January 2014,2
6,Top 100 Players December 2013,2
6,Top 100 Players November 2013,2
6,Top 100 Players October 2013,3
6,Top 100 Players September 2013,2
6,Top 100 Players August 2013,2
6,Top 100 Players July 2013,2
6,Top 100 Players June 2013,2
6,Top 100 Players May 2013,2
6,Top 100 Players April 2013,2
6,Top 100 Players March 2013,3
6,Top 100 Players February 2013,3
6,Top 100 Players January 2013,3
6,Top 100 Players December 2012,2
6,Top 100 Players November 2012,2
6,Top 100 Players October 2012,2
6,Top 100 Players September 2012,2
6,Top 100 Players August 2012,2
6,Top 100 Players July 2012,2
6,Top 100 Players May 2012,2
6,Top 100 Players March 2012,2
6,Top 100 Players January 2012,2
6,Top 100 Players November 2011,3
6,Top 100 Players September 2011,3
6,Top 100 Players July 2011,3
6,Top 100 Players May 2011,3
6,Top 100 Players March 2011,3
6,Top 100 Players January 2011,3
6,Top 100 Players November 2010,3
6,Top 100 Players September 2010,4
6,Top 100 Players July 2010,5
6,Top 100 Players May 2010,5
6,Top 100 Players March 2010,5
6,Top 100 Players January 2010,5
6,Top 100 Players November 2009,4
6,Top 100 Players September 2009,3
6,Top 100 Players July 2009,4
6,Top 100 Players April 2009,6
6,Top 100 Players January 2009,11
6,Top 100 Players October 2008,7
6,Top 100 Players July 2008,12
6,Top 100 Players April 2008,6
6,Top 100 Players January 2008,10
6,Top 100 Players October 2007,9
6,Top 100 Players July 2007,8
6,Top 100 Players April 2007,5
6,Top 100 Players January 2007,7
6,Top 100 Players October 2006,7
6,Top 100 Players July 2006,3
6,Top 100 Players April 2006,3
6,Top 100 Players January 2006,5
6,Top 100 Players October 2005,10
6,Top 100 Players July 2005,10
6,Top 100 Players April 2005,21
6,Top 100 Players January 2005,21
6,Top 100 Players October 2004,29
6,Top 100 Players July 2004,32
6,Top 100 Players April 2004,51
6,Top 100 Players January 2004,45
6,Top 100 Players October 2003,47
6,Top 100 Players July 2003,44
6,Top 100 Players April 2003,91
6,Top 100 Players January 2003,85
6,Top 20 Juniors October 2002,11
6,Top 20 Juniors July 2002,9
6,Top 20 Juniors April 2002,9
6,Top 20 Juniors January 2002,9
6,Top 20 Juniors October 2001,7
6,Top 20 Juniors July 2001,10
6,Top 20 Juniors April 2001,14
6,Top 20 Juniors January 2001,11
6,Top 20 Juniors October 2000,15
6,Top 20 Juniors July 2000,10
7,Top 100 Players December 2019,7
7,Top 100 Players November 2019,8
7,Top 100 Players October 2019,7
7,Top 100 Players September 2019,7
7,Top 100 Players August 2019,9
7,Top 100 Players July 2019,8
7,Top 100 Players June 2019,8
7,Top 100 Players May 2019,5
7,Top 100 Players April 2019,5
7,Top 100 Players March 2019,5
7,Top 100 Players February 2019,5
7,Top 100 Players January 2019,3
7,Top 100 Players December 2018,3
7,Top 100 Players November 2018,3
7,Top 100 Players October 2018,3
7,Top 100 Players September 2018,3
7,Top 100 Players August 2018,3
7,Top 100 Players July 2018,3
7,Top 100 Players June 2018,3
7,Top 100 Players May 2018,3
7,Top 100 Players April 2018,2
